Date,Open,High,Low,Close,Volume,Symbol
2025-04-07 16:09:04.424725,101.58,101.8,100.99,101.09,46078918,MSFT
2025-04-08 16:09:04.424725,100.18,101.0,100.1,100.91,50051134,MSFT
2025-04-09 16:09:04.424725,102.2,102.76,102.07,102.32,46572854,MSFT
2025-04-10 16:09:04.424725,105.12,105.59,104.99,105.54,68861859,MSFT
2025-04-11 16:09:04.424725,105.25,105.33,105.13,105.15,30812287,MSFT
2025-04-12 16:09:04.424725,104.75,104.79,103.98,104.77,48076390,MSFT
2025-04-13 16:09:04.424725,108.34,108.35,107.8,108.18,61428228,MSFT
2025-04-14 16:09:04.424725,110.36,110.62,109.65,109.95,64027943,MSFT
2025-04-15 16:09:04.424725,108.26,109.22,107.55,109.03,40094636,MSFT
2025-04-16 16:09:04.424725,110.01,110.35,109.84,110.32,34493365,MSFT
2025-04-17 16:09:04.424725,109.44,109.79,109.25,109.41,40805757,MSFT
2025-04-18 16:09:04.424725,109.34,109.59,108.39,108.5,58135172,MSFT
2025-04-19 16:09:04.424725,108.46,109.2,108.03,109.13,33925167,MSFT
2025-04-20 16:09:04.424725,105.16,105.24,104.82,105.06,37630492,MSFT
2025-04-21 16:09:04.424725,100.87,101.7,100.78,101.54,52504928,MSFT
2025-04-22 16:09:04.424725,100.68,100.88,100.43,100.5,52930724,MSFT
2025-04-23 16:09:04.424725,98.22,99.12,98.08,98.57,38086965,MSFT
2025-04-24 16:09:04.424725,99.61,99.9,99.05,99.29,61585955,MSFT
2025-04-25 16:09:04.424725,97.18,97.86,97.06,97.58,58220601,MSFT
2025-04-26 16:09:04.424725,95.82,95.89,94.71,94.92,41104855,MSFT
2025-04-27 16:09:04.424725,97.4,97.82,97.3,97.8,52766907,MSFT
2025-04-28 16:09:04.424725,97.86,97.86,97.03,97.46,47353431,MSFT
2025-04-29 16:09:04.424725,99.01,99.2,97.44,97.69,39291075,MSFT
2025-04-30 16:09:04.424725,95.23,95.29,94.8,95.0,54732376,MSFT
2025-05-01 16:09:04.424725,94.03,94.3,93.6,94.06,45534850,MSFT
2025-05-02 16:09:04.424725,94.77,94.83,94.01,94.36,51731809,MSFT
2025-05-03 16:09:04.424725,92.46,92.71,92.24,92.29,50582087,MSFT
2025-05-04 16:09:04.424725,92.54,93.17,92.38,93.07,60830512,MSFT
2025-05-05 16:09:04.424725,92.53,92.91,91.79,92.05,55150352,MSFT
2025-05-06 16:09:04.424725,91.84,91.98,90.54,91.6,55708905,MSFT
2025-05-07 16:09:04.424725,91.11,91.36,90.41,90.59,46847307,MSFT
2025-05-08 16:09:04.424725,94.39,94.61,93.97,94.04,45146364,MSFT
2025-05-09 16:09:04.424725,94.14,94.8,93.58,94.11,56862601,MSFT
2025-05-10 16:09:04.424725,91.47,92.34,91.16,92.21,50642800,MSFT
2025-05-11 16:09:04.424725,93.31,94.02,93.12,93.82,42696333,MSFT
2025-05-12 16:09:04.424725,91.72,91.73,91.44,91.62,71439440,MSFT
2025-05-13 16:09:04.424725,92.39,92.95,92.04,92.1,43382135,MSFT
2025-05-14 16:09:04.424725,88.96,89.17,88.55,88.58,55049872,MSFT
2025-05-15 16:09:04.424725,86.69,87.0,86.23,86.31,45250546,MSFT
2025-05-16 16:09:04.424725,86.46,87.2,86.35,86.74,37391160,MSFT
2025-05-17 16:09:04.424725,88.51,89.07,87.84,88.11,34806300,MSFT
2025-05-18 16:09:04.424725,88.28,88.83,88.1,88.5,54438194,MSFT
2025-05-19 16:09:04.424725,88.72,88.97,88.37,88.38,17587326,MSFT
2025-05-20 16:09:04.424725,87.49,88.0,87.16,87.94,66324113,MSFT
2025-05-21 16:09:04.424725,84.81,85.54,84.78,85.43,64412732,MSFT
2025-05-22 16:09:04.424725,83.68,84.58,83.67,84.28,40184913,MSFT
2025-05-23 16:09:04.424725,83.78,83.83,83.44,83.59,50698020,MSFT
2025-05-24 16:09:04.424725,85.28,85.47,85.11,85.44,65860168,MSFT
2025-05-25 16:09:04.424725,85.58,86.66,85.08,86.11,48482149,MSFT
2025-05-26 16:09:04.424725,83.41,83.48,83.01,83.16,47918777,MSFT
2025-05-27 16:09:04.424725,83.58,83.93,83.36,83.78,53570154,MSFT
2025-05-28 16:09:04.424725,82.93,83.45,82.86,83.22,58128621,MSFT
2025-05-29 16:09:04.424725,82.44,82.64,82.04,82.18,57472936,MSFT
2025-05-30 16:09:04.424725,83.52,83.53,83.24,83.27,62776648,MSFT
